JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2433677.3,11.1,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433678.2,<11.0,,,Vis.,BEC,U,,,,,,,V,,,,RW AUR,,STD,,,,
2433684.2,11.8,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433684.3,11.6,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433687.2,11.3,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433687.3,11.3,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433690.7,11.3,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2433699.2,11.0,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433700.3,11.2,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433700.4,11.2,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433703.3,11.3,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433703.4,11.3,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433704.6,10.9,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433705.6,11.2,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2433708.7,10.1,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433709.3,10.8,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433709.3,10.7,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433710.6,10.6,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433711.6,10.5,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433712.7,11.0,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433713.3,11.6,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433713.3,11.6,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433713.6,11.2,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433716.6,10.6,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433718.7,10.7,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433719.3,11.0,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433719.3,11.0,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433722.3,10.9,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433724.3,10.8,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433724.3,10.9,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433726.3,10.4,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433726.3,10.4,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433727.3,10.3,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433727.3,10.3,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433727.6,9.9,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433729.6,10.5,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433730.6,10.6,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433731.3,11.0,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433731.3,11.0,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433735.3,11.1,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433735.4,11.3,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433735.7,10.7,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433738.3,11.1,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433738.4,11.2,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433738.6,10.9,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433739.3,11.6,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433739.4,11.6,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433740.3,11.6,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433740.4,11.7,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433742.3,11.7,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433742.3,11.7,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433744.3,11.9,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433744.3,11.9,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433744.6,12.2,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433745.3,11.8,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433746.7,11.8,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433748.7,11.6,,,Vis.,ME,,,,,,,,V,,,,RW AUR,,STD,,,,
2433749.3,11.0,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433749.3,11.1,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433751.3,11.3,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433751.3,11.2,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433754.3,11.2,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433754.3,11.1,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433756.3,10.3,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433758.3,10.5,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433758.3,10.5,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433759.3,9.6,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433759.3,9.8,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433760.3,9.9,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433760.3,9.9,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433761.3,10.7,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433762.3,10.2,,,Vis.,BEC,,,,,,,,V,,,,RW AUR,,STD,,,,
2433762.3,10.4,,,Vis.,SD,,,,,,,,V,,,,RW AUR,,STD,,,,
2433975.8,10.7,,,Vis.,LV,,,,,,,,V,,,,RW AUR,,STD,,,,
2434056.7,11.3,,,Vis.,LV,,,,,,,,V,,,,RW AUR,,STD,,,,
2434252.9,11.1,,,Vis.,LV,,,,,,,,V,,,,RW AUR,,STD,,,,
2434264.9,11.8,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2434360.7,11.4,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2434393.7,10.6,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2434440.7,11.7,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2434484.6,11.4,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2434500.6,11.1,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2434668.7,10.5,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2434670.7,11.8,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2434671.7,11.7,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2434711.6,11.7,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2434775.7,11.9,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2434792.7,12.3,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2434814.7,11.7,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2434839.6,11.4,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2435004.9,11.6,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2435063.7,12.1,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2435149.7,10.8,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2435185.7,11.6,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2435350.0,11.9,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2435400.8,10.8,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2435430.8,11.2,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2435447.9,11.7,,,Vis.,YM,,,,,,,,V,,,,RW AUR,,STD,,,,
2435462.6,11.8,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2435507.8,11.4,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2435553.7,10.5,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2435582.7,11.4,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2435772.8,11.2,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2435803.8,10.8,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2435830.7,11.1,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2435899.7,10.9,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436112.9,11.8,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436169.7,11.1,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436193.7,10.9,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436222.7,10.5,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436258.8,11.6,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436311.6,11.8,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436497.8,10.9,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436541.4,11.1,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436558.6,11.3,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436598.30,11.0,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436598.42,10.7,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436598.56,10.7,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436599.25,9.8,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436599.45,10.0,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436599.52,9.9,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436603.41,11.6,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436603.49,11.6,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436604.27,12.0,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436604.40,11.8,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436604.51,11.8,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436605.27,11.2,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436605.49,10.6,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436607.25,10.7,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436607.40,10.7,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436608.29,10.6,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436608.42,10.5,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436610.32,10.4,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436611.29,10.1,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436611.45,10.4,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436612.29,10.5,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436612.47,10.6,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436612.8,10.7,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436613.33,10.4,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436613.36,10.4,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436614.26,10.4,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436614.45,10.5,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436626.3,11.3,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436627.3,11.5,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436628.3,10.7,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436630.3,10.6,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436637.3,12.0,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436651.0,10.3,,,Vis.,YM,,,,,,,,V,,,,RW AUR,,STD,,,,
2436655.7,11.1,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436658.3,10.8,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436659.3,10.7,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436660.0,10.8,,,Vis.,YM,,,,,,,,V,,,,RW AUR,,STD,,,,
2436660.4,10.8,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436662.4,10.3,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436663.3,10.7,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436672.3,10.6,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436672.9,10.4,,,Vis.,YM,,,,,,,,V,,,,RW AUR,,STD,,,,
2436684.0,10.5,,,Vis.,YM,,,,,,,,V,,,,RW AUR,,STD,,,,
2436768.0,11.3,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436841.9,11.4,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436851.5,10.0,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436867.4,11.1,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436867.8,11.4,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436876.4,10.7,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436893.3,10.6,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436893.7,10.7,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436895.3,10.6,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436896.4,10.7,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436897.3,10.8,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436899.3,11.0,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436904.3,10.8,,,Vis.,AH,,,,,,,,V,,,,RW AUR,,STD,,,,
2436910.0,10.8,,,Vis.,YM,,,,,,,,V,,,,RW AUR,,STD,,,,
2436929.8,11.6,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436958.6,10.5,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2436993.0,10.4,,,Vis.,YM,,,,,,,,V,,,,RW AUR,,STD,,,,
2436997.7,11.0,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2437023.0,10.3,,,Vis.,YM,,,,,,,,V,,,,RW AUR,,STD,,,,
2437031.0,10.2,,,Vis.,YM,,,,,,,,V,,,,RW AUR,,STD,,,,
2437045.7,10.9,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2437227.8,11.1,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2437233.1,9.9,,,Vis.,YM,,,,,,,,V,,,,RW AUR,,STD,,,,
2437254.0,10.9,,,Vis.,YM,,,,,,,,V,,,,RW AUR,,STD,,,,
2437254.7,11.5,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2437258.0,10.7,,,Vis.,YM,,,,,,,,V,,,,RW AUR,,STD,,,,
2437259.7,10.8,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2437277.0,11.1,,,Vis.,YM,,,,,,,,V,,,,RW AUR,,STD,,,,
2437286.7,11.3,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2437308.7,11.2,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2437335.7,11.1,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2437377.7,11.1,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2437427.7,11.2,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2437616.1,10.5,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2437630.1,10.6,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2437645.1,11.3,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2437647.0,10.6,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2437749.7,10.9,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2437760.7,10.9,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2437790.7,11.0,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2437959.1,10.3,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2437960.1,10.4,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2437964.1,10.7,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2437973.1,10.3,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2437987.0,10.6,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2437988.1,9.9,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2437992.0,10.0,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2437993.0,10.3,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438001.7,11.8,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438004.1,10.0,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438015.0,11.0,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438017.0,10.9,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438020.0,10.3,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438023.0,10.0,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438025.0,10.9,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438027.0,11.0,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438030.0,10.7,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438031.0,10.6,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438045.0,10.7,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438049.8,10.8,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438052.0,10.7,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438056.0,11.0,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438058.0,10.9,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438073.0,10.7,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438084.7,11.1,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438130.7,11.6,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438154.7,10.7,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438328.8,10.8,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438343.1,10.6,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438347.0,10.6,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438350.0,10.3,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438355.0,9.7,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438356.9,10.3,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438361.0,10.6,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438362.0,10.3,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438368.0,9.6,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438370.0,9.6,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438372.7,10.7,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438376.0,9.5,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438377.0,9.6,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438379.0,9.9,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438380.0,9.8,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438382.0,9.6,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438384.0,10.3,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438387.1,9.6,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438389.0,10.3,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438390.0,10.3,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438409.0,9.8,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438409.9,9.6,,,Vis.,HOH,,,,,,,,V,,,,RW AUR,,STD,,,,
2438414.7,10.8,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438445.7,10.8,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438470.7,10.9,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438498.7,11.6,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438524.7,10.9,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438591.6,9.7,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438592.6,10.4,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438597.6,10.4,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438612.5,10.1,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438622.6,10.2,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438624.6,10.8,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438628.6,10.7,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438641.5,10.7,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438649.6,10.9,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438704.8,10.9,,,Vis.,FD,,,,,,,,V,,,,RW AUR,,STD,,,,
2438714.7,12.1,,,Vis.,KRS,,,,,,,,V,,,,RW AUR,,STD,,,,
2438729.7,11.3,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438739.4,10.4,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438739.7,11.0,,,Vis.,FD,,,,,,,,V,,,,RW AUR,,STD,,,,
2438750.6,11.6,,,Vis.,KRS,,,,,,,,V,,,,RW AUR,,STD,,,,
2438753.2,10.0,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438760.5,9.9,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438764.7,10.7,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438789.6,10.7,,,Vis.,KRS,,,,,,,,V,,,,RW AUR,,STD,,,,
2438794.5,9.4,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438794.7,10.2,,,Vis.,FD,,,,,,,,V,,,,RW AUR,,STD,,,,
2438796.3,11.2,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438809.6,12.1,,,Vis.,KRS,,,,,,,,V,,,,RW AUR,,STD,,,,
2438811.7,11.3,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438814.4,10.7,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438827.6,10.5,,,Vis.,FD,,,,,,,,V,,,,RW AUR,,STD,,,,
2438840.7,11.3,,,Vis.,KRS,,,,,,,,V,,,,RW AUR,,STD,,,,
2438848.6,10.7,,,Vis.,FD,,,,,,,,V,,,,RW AUR,,STD,,,,
2438848.7,11.6,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438856.6,10.6,,,Vis.,FD,,,,,,,,V,,,,RW AUR,,STD,,,,
2438858.6,10.1,,,Vis.,KRS,,,,,,,,V,,,,RW AUR,,STD,,,,
2438888.7,11.7,,,Vis.,CR,,,,,,,,V,,,,RW AUR,,STD,,,,
2438970.6,9.9,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438976.6,10.3,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438977.6,9.8,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438978.6,10.7,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438979.6,10.6,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438982.9,10.7,,,Vis.,KRS,,,,,,,,V,,,,RW AUR,,STD,,,,
2438983.6,10.6,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438984.6,10.9,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438989.6,10.6,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438990.6,10.8,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2438993.6,10.3,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2439007.6,9.9,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2439008.5,9.8,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2439011.6,10.6,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
2439020.6,10.6,,,Vis.,LK,,,,,,,,V,,,,RW AUR,,STD,,,,
